station_id,sensor_id,timestamp,target_value,is_anomaly,anomaly_type,any_anomaly_in_window,split,reconstruction_error,model_version
MTR,HUM_001,2026-03-01T23:49:00+00:00,52.96887713492148,0,NORMAL,0,val,0.011249027214944363,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:50:00+00:00,53.8717371489039,0,NORMAL,0,val,0.010652068071067333,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:51:00+00:00,53.946058577098505,0,NORMAL,0,val,0.010294819250702858,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:52:00+00:00,53.72785291328048,0,NORMAL,0,val,0.010512594133615494,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:53:00+00:00,52.69791923241102,0,NORMAL,0,val,0.0132087217643857,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:54:00+00:00,54.61186605450118,0,NORMAL,0,val,0.01251143403351307,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:55:00+00:00,54.30056713561196,0,NORMAL,0,val,0.012559937313199043,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:56:00+00:00,54.64419825371081,0,NORMAL,0,val,0.013092459179461002,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:57:00+00:00,54.75839680728333,0,NORMAL,0,val,0.010398290120065212,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:58:00+00:00,53.959542715928194,0,NORMAL,0,val,0.010722186416387558,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-01T23:59:00+00:00,54.85928826123486,0,NORMAL,0,val,0.011056940071284771,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:00:00+00:00,82.98509873060833,1,SPIKE,1,val,0.6455650329589844,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:01:00+00:00,82.47615703863421,1,SPIKE,1,val,1.1271302700042725,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:02:00+00:00,82.86796793046305,1,SPIKE,1,val,1.629363775253296,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:03:00+00:00,56.395476700370025,0,NORMAL,1,val,1.606069564819336,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:04:00+00:00,57.03961944805274,0,NORMAL,1,val,1.7016141414642334,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:05:00+00:00,55.7775142624675,0,NORMAL,1,val,1.8174341917037964,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:06:00+00:00,55.813419378670915,0,NORMAL,1,val,1.90559720993042,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:07:00+00:00,56.12765291568391,0,NORMAL,1,val,1.963566541671753,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:08:00+00:00,55.96487675108907,0,NORMAL,1,val,2.010037899017334,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:09:00+00:00,56.8874366816569,0,NORMAL,1,val,2.0354456901550293,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:10:00+00:00,57.01033058239554,0,NORMAL,1,val,2.052628993988037,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:11:00+00:00,58.14857747564432,0,NORMAL,1,val,2.04707407951355,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:12:00+00:00,56.18978777358264,0,NORMAL,1,val,2.06282639503479,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:13:00+00:00,58.20099611098871,0,NORMAL,1,val,2.0506057739257812,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:14:00+00:00,58.413611932233835,0,NORMAL,1,val,2.044351100921631,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:15:00+00:00,57.52992808284004,0,NORMAL,1,val,2.043273687362671,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:16:00+00:00,59.34334732614046,0,NORMAL,1,val,2.0517334938049316,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:17:00+00:00,59.25116853758223,0,NORMAL,1,val,2.062176465988159,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:18:00+00:00,58.696087028607394,0,NORMAL,1,val,2.0625123977661133,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:19:00+00:00,57.35980652933565,0,NORMAL,1,val,2.0425493717193604,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:20:00+00:00,58.30522965882271,0,NORMAL,1,val,2.020768642425537,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:21:00+00:00,58.41627144713224,0,NORMAL,1,val,1.9842758178710938,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:22:00+00:00,58.63602603639516,0,NORMAL,1,val,1.927318811416626,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:23:00+00:00,59.042626384174405,0,NORMAL,1,val,1.8355854749679565,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:24:00+00:00,58.035954859520054,0,NORMAL,1,val,1.7633709907531738,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:25:00+00:00,57.409120256791546,0,NORMAL,1,val,1.6799005270004272,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:26:00+00:00,58.31984186201049,0,NORMAL,1,val,1.599866271018982,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:27:00+00:00,58.19416749227915,0,NORMAL,1,val,1.5230135917663574,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:28:00+00:00,58.68720373206992,0,NORMAL,1,val,1.437346339225769,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:29:00+00:00,58.298756038729024,0,NORMAL,1,val,1.3969626426696777,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:30:00+00:00,57.93652516131448,0,NORMAL,1,val,1.0139167308807373,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:31:00+00:00,59.84431805264595,0,NORMAL,1,val,0.5897538065910339,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:32:00+00:00,58.22104932277835,0,NORMAL,0,val,0.016507070511579514,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:33:00+00:00,58.56576138281733,0,NORMAL,0,val,0.016624972224235535,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:34:00+00:00,57.83558678101725,0,NORMAL,0,val,0.015853537246584892,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:35:00+00:00,58.99315907232528,0,NORMAL,0,val,0.01647111400961876,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:36:00+00:00,59.53509343668327,0,NORMAL,0,val,0.017098689451813698,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:37:00+00:00,59.74774938072851,0,NORMAL,0,val,0.017254294827580452,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:38:00+00:00,59.600834815017514,0,NORMAL,0,val,0.01538570411503315,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:39:00+00:00,59.11334982571817,0,NORMAL,0,val,0.014375507831573486,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:40:00+00:00,58.69729361918469,0,NORMAL,0,val,0.013552766293287277,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:41:00+00:00,60.064839250295854,0,NORMAL,0,val,0.014134449884295464,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:42:00+00:00,61.42412205879137,0,NORMAL,0,val,0.014155510812997818,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:43:00+00:00,60.56538836278275,0,NORMAL,0,val,0.014203879982233047,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:44:00+00:00,60.502423439738216,0,NORMAL,0,val,0.014458691701292992,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:45:00+00:00,59.43152885866791,0,NORMAL,0,val,0.014935007318854332,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:46:00+00:00,60.15864339293743,0,NORMAL,0,val,0.013856539502739906,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:47:00+00:00,59.453219135269535,0,NORMAL,0,val,0.01280792523175478,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:48:00+00:00,61.09823500908368,0,NORMAL,0,val,0.01262589730322361,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:49:00+00:00,59.913879928588656,0,NORMAL,0,val,0.012811940163373947,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:50:00+00:00,59.79721071337778,0,NORMAL,0,val,0.013099647127091885,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:51:00+00:00,59.09579502514054,0,NORMAL,0,val,0.013933609239757061,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:52:00+00:00,60.132700864803226,0,NORMAL,0,val,0.013200046494603157,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:53:00+00:00,59.968929818130704,0,NORMAL,0,val,0.011531236581504345,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:54:00+00:00,61.13108936352933,0,NORMAL,0,val,0.013354978524148464,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:55:00+00:00,60.8882079572906,0,NORMAL,0,val,0.013777447864413261,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:56:00+00:00,60.92533136883356,0,NORMAL,0,val,0.014227693900465965,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:57:00+00:00,61.30129328665786,0,NORMAL,0,val,0.01491999439895153,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:58:00+00:00,62.3224639035359,0,NORMAL,0,val,0.01718132011592388,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T00:59:00+00:00,62.210019446299896,0,NORMAL,0,val,0.017681259661912918,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:00:00+00:00,62.534446032314946,1,DRIFT,1,val,0.017294874414801598,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:01:00+00:00,63.053550434598264,1,DRIFT,1,val,0.016542427241802216,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:02:00+00:00,63.72712912969231,1,DRIFT,1,val,0.016943376511335373,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:03:00+00:00,64.69970700628822,1,DRIFT,1,val,0.019088689237833023,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:04:00+00:00,64.51514739412863,1,DRIFT,1,val,0.018034417182207108,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:05:00+00:00,65.08990910853836,1,DRIFT,1,val,0.019164998084306717,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:06:00+00:00,64.35190612621908,1,DRIFT,1,val,0.01822122558951378,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:07:00+00:00,64.53981494917974,1,DRIFT,1,val,0.017627272754907608,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:08:00+00:00,65.99674478410995,1,DRIFT,1,val,0.019116384908556938,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:09:00+00:00,67.14303471615146,1,DRIFT,1,val,0.02444172464311123,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:10:00+00:00,67.34169260436155,1,DRIFT,1,val,0.029342662543058395,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:11:00+00:00,68.36247389040508,1,DRIFT,1,val,0.03691839426755905,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:12:00+00:00,69.01191453962237,1,DRIFT,1,val,0.0418001264333725,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:13:00+00:00,70.04854791490632,1,DRIFT,1,val,0.05723746865987778,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:14:00+00:00,70.4166558740363,1,DRIFT,1,val,0.07439734786748886,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:15:00+00:00,71.23026105345926,1,DRIFT,1,val,0.10009760409593582,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:16:00+00:00,70.92899992857292,1,DRIFT,1,val,0.11779187619686127,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:17:00+00:00,70.99398891946645,1,DRIFT,1,val,0.13288728892803192,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:18:00+00:00,73.02368112516868,1,DRIFT,1,val,0.17944027483463287,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:19:00+00:00,73.28713999684875,1,DRIFT,1,val,0.22170813381671906,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:20:00+00:00,73.96851084558487,1,DRIFT,1,val,0.26949506998062134,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:21:00+00:00,73.878369741519,1,DRIFT,1,val,0.3024677336215973,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:22:00+00:00,74.78407771355981,1,DRIFT,1,val,0.3550436794757843,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:23:00+00:00,74.63428279254978,1,DRIFT,1,val,0.3960448205471039,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:24:00+00:00,76.03106219865523,1,DRIFT,1,val,0.4718813896179199,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:25:00+00:00,75.04028919034825,1,DRIFT,1,val,0.5175499320030212,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:26:00+00:00,75.86613679720627,1,DRIFT,1,val,0.58404940366745,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:27:00+00:00,76.00081046975001,1,DRIFT,1,val,0.6578016877174377,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:28:00+00:00,76.20724183628244,1,DRIFT,1,val,0.7424744367599487,lstm-ae-v2-candidate
MTR,HUM_001,2026-03-02T01:29:00+00:00,76.57935196665501,1,DRIFT,1,val,0.8420190215110779,lstm-ae-v2-candidate
