station_id,sensor_id,timestamp,value,unit,quality,source,anomaly_type,is_anomaly
BRT,BRT_HUM_001,2026-03-01T00:00:00+00:00,59.937499833388806,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:00:00+00:00,41.904257907852056,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:00:00+00:00,985.0056348928357,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:00:00+00:00,-10.047454852884618,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:00:00+00:00,0.7551797286004674,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:01:00+00:00,59.87455587420955,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:01:00+00:00,41.67748098291765,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:01:00+00:00,984.9026337743063,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:01:00+00:00,-10.090985541974254,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:01:00+00:00,0.7385385219400801,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:02:00+00:00,60.02107180743909,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:02:00+00:00,41.38720249097029,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:02:00+00:00,985.0521330212811,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:02:00+00:00,-9.82401207545465,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:02:00+00:00,0.7748328236446212,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:03:00+00:00,60.031908066922995,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:03:00+00:00,41.93796246031526,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:03:00+00:00,985.0506224034367,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:03:00+00:00,-9.677675377080922,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:03:00+00:00,0.7640042343506582,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:04:00+00:00,60.12096438790946,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:04:00+00:00,42.41527895261037,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:04:00+00:00,985.0023143283842,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:04:00+00:00,-9.96160066644428,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:04:00+00:00,0.7844130416112723,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:05:00+00:00,60.06969185602238,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:05:00+00:00,41.82869360254519,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:05:00+00:00,985.2388369841267,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:05:00+00:00,-9.736251868381489,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:05:00+00:00,0.7882697757348396,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:06:00+00:00,59.58466056676027,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:06:00+00:00,42.4061747284186,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:06:00+00:00,985.2249672557875,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:06:00+00:00,-9.764482101451176,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:06:00+00:00,0.8260804195308667,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:07:00+00:00,61.02414492114363,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:07:00+00:00,42.17498065999198,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:07:00+00:00,985.3575195954301,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:07:00+00:00,-9.814701605294896,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:07:00+00:00,0.7987925473477043,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:08:00+00:00,61.118063741402366,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:08:00+00:00,43.1342173595587,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:08:00+00:00,985.4564051728681,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:08:00+00:00,-9.487944301447218,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:08:00+00:00,0.799217444206633,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:09:00+00:00,61.116492145061834,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:09:00+00:00,42.65342860313395,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:09:00+00:00,985.3926710926659,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:09:00+00:00,-9.540905294753797,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:09:00+00:00,0.8210745641791971,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:10:00+00:00,60.285333076076924,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:10:00+00:00,43.01209752437155,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:10:00+00:00,985.6812418868407,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:10:00+00:00,-9.567807170465413,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:10:00+00:00,0.787785420681033,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:11:00+00:00,61.141792563417184,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:11:00+00:00,43.04202883303899,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:11:00+00:00,985.6700363650409,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:11:00+00:00,-9.091576007022,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:11:00+00:00,0.7860815144049699,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:12:00+00:00,61.310840658875144,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:12:00+00:00,43.435138787154926,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:12:00+00:00,985.8520223997887,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:12:00+00:00,-9.12335098182232,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:12:00+00:00,0.7870104484284901,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:13:00+00:00,61.81001837004474,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:13:00+00:00,43.12183178508932,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:13:00+00:00,985.7492258543375,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:13:00+00:00,-9.009546552005359,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:13:00+00:00,0.7869895101019748,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:14:00+00:00,62.341651178435725,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:14:00+00:00,43.34119323145049,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:14:00+00:00,985.8021305244832,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:14:00+00:00,-8.725246437070348,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:14:00+00:00,0.8008826098673837,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:15:00+00:00,62.35932813648882,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:15:00+00:00,43.21008923613598,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:15:00+00:00,986.0342709991296,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:15:00+00:00,-8.886185024227302,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:15:00+00:00,0.8252536955741663,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:16:00+00:00,62.44962061855779,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:16:00+00:00,43.59919936494716,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:16:00+00:00,985.852370929988,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:16:00+00:00,-8.797887451704494,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:16:00+00:00,0.8449948239875559,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:17:00+00:00,62.86145059312599,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:17:00+00:00,43.377691862161285,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:17:00+00:00,985.8278947267415,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:17:00+00:00,-8.883030445967988,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:17:00+00:00,0.8404345013892528,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:18:00+00:00,62.76975914908566,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:18:00+00:00,43.86409396476098,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:18:00+00:00,985.9107925157122,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:18:00+00:00,-8.5953453493843,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:18:00+00:00,0.8333265319152903,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:19:00+00:00,63.08855497687348,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:19:00+00:00,44.079990565052476,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:19:00+00:00,986.008284726641,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:19:00+00:00,-8.54106015798795,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:19:00+00:00,0.8326888412608832,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:20:00+00:00,63.55438950830507,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:20:00+00:00,44.38506054349544,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:20:00+00:00,985.805582441321,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:20:00+00:00,-8.537292685433343,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:20:00+00:00,0.8386803634238049,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:21:00+00:00,63.28361995648194,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:21:00+00:00,44.22292479851027,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:21:00+00:00,985.9852316103038,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:21:00+00:00,-8.615822321420888,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:21:00+00:00,0.8165504997780665,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:22:00+00:00,63.35283190749318,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:22:00+00:00,44.5530901509869,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:22:00+00:00,986.1033706329272,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:22:00+00:00,-8.332555657324995,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_VIB_001,2026-03-01T00:22:00+00:00,0.8320529581458151,mm/s,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_HUM_001,2026-03-01T00:23:00+00:00,64.2049392337956,%,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_POWER_001,2026-03-01T00:23:00+00:00,45.28676627862351,kW,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_PRESS_001,2026-03-01T00:23:00+00:00,986.1404538489621,hPa,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
BRT,BRT_TEMP_001,2026-03-01T00:23:00+00:00,-8.302546242298664,C,GOOD,SYNTHETIC_ML_DATASET,NORMAL,0
